,user_id,created_time,object_type,url,page_type,url_split
34414,176022,Wed Jun 13 20:42:52 2018,2.0,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/group-home/507,group page,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
34415,176022,Wed Jun 13 20:42:59 2018,,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/group-related/507?tab=2&filter=1,group related,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
34416,176022,Wed Jun 13 20:42:59 2018,2.0,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/group-related/507?tab=2&filter=1,group page,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
34417,176022,Wed Jun 13 20:43:45 2018,,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/email-notification,notification,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
34418,176025,Wed Jun  6 06:33:06 2018,,main-home,main home,main-home
34419,176025,Wed Jun  6 06:33:48 2018,3.0,discussions-about/28712/0/,discussion page,discussions-about
34421,176101,Tue Jun 12 15:54:49 2018,5.0,event-detail/5353,event page,event-detail
34665,176242,Sat Jun  2 00:27:30 2018,3.0,discussions-about/29697/0,discussion page,discussions-about
34666,176242,Fri Jun  8 23:03:41 2018,3.0,discussions-about/29787/?track_id=5b1a5c32c803a076c52f84c3&src=d,discussion page,discussions-about
34668,176242,Mon Jun 11 22:45:03 2018,3.0,discussions-about/29787/30985,discussion page,discussions-about
34670,176242,Fri Jun 15 22:59:55 2018,3.0,discussions-about/29899/0/,discussion page,discussions-about
34673,176242,Wed Jun 27 22:30:31 2018,3.0,discussions-reply/30147/?track_id=5b336816c803a037b1781c7c&src=d,discussion page,discussions-reply
34674,176242,Thu Jun 28 01:17:30 2018,3.0,discussions-reply/30147/31393?track_id=5b33e9b6c803a032bf5274d6&src=n,discussion page,discussions-reply
34676,176242,Thu Jun 28 01:48:33 2018,3.0,discussions-about/30147/31393?track_id=5b33e9b6c803a032bf5274d6&src=n,discussion page,discussions-about
34678,176242,Fri Jun 29 22:10:48 2018,3.0,discussions-reply/30147/31450?track_id=5b36404ec803a029ab6db85a&src=n,discussion page,discussions-reply
34680,176249,Sat Jun 23 09:09:32 2018,3.0,discussions-about/29818/,discussion page,discussions-about
34739,176446,Mon Jun 18 09:41:29 2018,,group-home/1870,group home,group-home
34740,176446,Mon Jun 18 09:41:29 2018,2.0,group-home/1870,group page,group-home
34741,176446,Mon Jun 18 10:33:20 2018,,group-about/1870/,about page,group-about
34742,176446,Mon Jun 18 10:34:00 2018,,profile-edit/176446,profile edit,profile-edit
34743,176446,Mon Jun 18 10:34:00 2018,1.0,profile/176446,profile page,profile
34744,176449,Tue Jun 19 05:04:06 2018,4.0,status/29932/?track_id=5b2789c8c803a00bf60cf1c4&src=d,status,status
34746,176449,Tue Jun 19 05:50:32 2018,,main-home,main home,main-home
34747,176449,Fri Jun 29 04:55:25 2018,4.0,status/30164/?track_id=5b34b974c803a0221c31486c&src=d,status,status
34777,176474,Mon Jun 25 10:18:45 2018,,email-notification?src=w&sec=group,notification,email-notification
34778,176502,Tue Jun 26 20:32:37 2018,3.0,discussions-about/29778/,discussion page,discussions-about
34780,176552,Mon Jun 18 17:59:22 2018,4.0,status/29932/?track_id=5b2789ccc803a00bf60cf1d9&src=d,status,status
34782,176761,Sat Jun  9 05:14:40 2018,,email-notification?src=w&sec=group,notification,email-notification
34783,176850,Tue Jun 26 08:24:47 2018,,betaRegistration/,beta registration,betaRegistration
34784,176850,Tue Jun 26 08:53:37 2018,,myGroups,mygroups,myGroups
34785,176906,Mon Jun 18 04:19:47 2018,,profile-edit/176906?track_id=5b04b24ac803a06ccc3ac15e,profile edit,profile-edit
34786,176906,Mon Jun 18 04:19:49 2018,1.0,profile/176906?track_id=5b04b24ac803a06ccc3ac15e,profile page,profile
34787,176916,Fri Jun  8 05:04:05 2018,3.0,discussions-about/29755/?track_id=5b190ab7c803a01a1321d707&src=d,discussion page,discussions-about
34789,176916,Wed Jun 13 05:10:24 2018,3.0,discussions-about/29843/?track_id=5b1fa23dc803a04dd460c1cb&src=d,discussion page,discussions-about
34791,176916,Thu Jun 14 05:03:04 2018,3.0,discussions-about/29861/?track_id=5b20f37cc803a00304152efe&src=d,discussion page,discussions-about
34793,176916,Fri Jun 29 05:07:58 2018,3.0,discussions-about/30008/0,discussion page,discussions-about
34808,177005,Thu Jun  7 07:06:52 2018,,main-home,main home,main-home
34809,177005,Thu Jun  7 07:06:59 2018,,group-home/1565,group home,group-home
34810,177005,Thu Jun  7 07:07:00 2018,2.0,group-home/1565,group page,group-home
34811,177005,Thu Jun  7 07:07:42 2018,,group-about/1767/,about page,group-about
34812,177005,Thu Jun  7 07:07:42 2018,2.0,group-about/1767/,group page,group-about
34813,177005,Thu Jun  7 07:07:43 2018,,group-home/1767,group home,group-home
34814,177051,Fri Jun  8 23:54:30 2018,,pendingConnections?track_id=5b1ab0ffc803a05ca30a442b&src=w,pending connection,pendingConnections
34815,177051,Fri Jun  8 23:54:39 2018,,connections,connection,connections
34816,177052,Tue Jun  5 16:26:02 2018,,betaRegistration/,beta registration,betaRegistration
34817,177052,Tue Jun  5 16:26:43 2018,,myGroups,mygroups,myGroups
34818,177052,Tue Jun  5 16:26:59 2018,,pendingGroups,pending groups,pendingGroups
34819,177052,Tue Jun  5 16:27:19 2018,,notification,notification,notification
34820,177052,Tue Jun  5 16:27:34 2018,,content-notification,content_notif,content-notification
34821,177075,Sat Jun 23 02:08:35 2018,3.0,discussions-about/29961/?track_id=5b2d2310c803a0768f7a538f&src=w,discussion page,discussions-about
34823,177105,Fri Jun  8 09:55:35 2018,4.0,status/29770/?track_id=5b190ab8c803a01a1321d70f&src=d,status,status
34825,177105,Fri Jun  8 09:56:11 2018,,notification,notification,notification
34826,177105,Fri Jun  8 09:56:21 2018,1.0,profile/175518,profile page,profile
34827,177105,Fri Jun  8 09:56:27 2018,,notification,notification,notification
34828,177105,Fri Jun  8 09:56:30 2018,,content-notification,content_notif,content-notification
34829,177105,Fri Jun  8 09:56:52 2018,,notification,notification,notification
34830,177105,Fri Jun  8 09:57:24 2018,4.0,status/29770/?track_id=5b190ab8c803a01a1321d70f&src=d,status,status
34832,177105,Fri Jun  8 14:19:22 2018,4.0,status/29770/,status,status
34834,177105,Fri Jun  8 14:20:12 2018,,notification,notification,notification
34847,177183,Sat Jun  9 22:57:46 2018,3.0,discussions-about/29804/?track_id=5b1bad6fc803a064ae64e447&src=d,discussion page,discussions-about
34873,177281,Mon Jun 18 17:36:09 2018,,email-notification?src=d&sec=group,notification,email-notification
34874,177293,Fri Jun 29 22:41:57 2018,3.0,discussions-about/30093/0/1?track_id=5b365f05c803a0221c315d50&src=w,discussion page,discussions-about
34876,177293,Fri Jun 29 22:41:59 2018,,notification,notification,notification
34877,177293,Fri Jun 29 22:42:01 2018,,content-notification,content_notif,content-notification
34878,177293,Fri Jun 29 22:42:20 2018,,main-home,main home,main-home
34910,177356,Tue Jun 12 20:17:56 2018,,group-about/1884,about page,group-about
34911,177356,Tue Jun 12 20:17:59 2018,2.0,group-about/1884,group page,group-about
34912,177356,Wed Jun 13 06:53:01 2018,,group-about/1884,about page,group-about
34913,177356,Wed Jun 13 06:53:01 2018,2.0,group-about/1884,group page,group-about
34914,177356,Wed Jun 13 06:53:10 2018,,group-discussions/1884,discussion,group-discussions
34915,177356,Wed Jun 13 06:53:38 2018,,group-home/1884,group home,group-home
34916,177356,Wed Jun 13 13:41:22 2018,,group-home/1884,group home,group-home
34917,177356,Wed Jun 13 13:41:22 2018,2.0,group-home/1884,group page,group-home
34918,177446,Fri Jun  8 22:25:20 2018,,pendingConnections?track_id=5b1ab0edc803a05ca30a43e1&src=w,pending connection,pendingConnections
34919,177446,Fri Jun  8 22:25:25 2018,,connections,connection,connections
34920,177446,Fri Jun  8 22:25:31 2018,1.0,profile/180343,profile page,profile
34921,177446,Fri Jun  8 22:26:20 2018,4.0,status/29760/?track_id=5b1ab0edc803a05ca30a43e0&src=w,status,status
34923,177474,Tue Jun 19 04:58:06 2018,4.0,status/29932/?track_id=5b2789cdc803a00bf60cf1de&src=d,status,status
34924,177474,Tue Jun 19 04:58:06 2018,4.0,status/29932/?track_id=5b2789cdc803a00bf60cf1de&src=d,status,status
34927,177523,Wed Jun  6 18:37:08 2018,3.0,discussions-about/29040/30312?track_id=5af05af2c803a02e193dd7bf&src=n,discussion page,discussions-about
34929,177523,Wed Jun  6 18:37:56 2018,,group-events/933,events,group-events
34930,177523,Wed Jun  6 18:39:19 2018,,group-discussions/933,discussion,group-discussions
34931,177523,Wed Jun  6 18:39:29 2018,,group-library/933/,library,group-library
34932,177523,Wed Jun  6 18:39:54 2018,1.0,profile/43366,profile page,profile
34933,177531,Thu Jun  7 20:28:49 2018,,main-home,main home,main-home
34934,177531,Thu Jun  7 20:28:52 2018,,notification,notification,notification
34935,177531,Thu Jun  7 20:28:59 2018,,group-home/1810,group home,group-home
34936,177531,Thu Jun  7 20:28:59 2018,2.0,group-home/1810,group page,group-home
35055,177540,Tue Jun 19 05:05:07 2018,4.0,status/29932/0/1?track_id=5b2789cac803a00bf60cf1cd&src=d,status,status
35057,177540,Wed Jun 20 04:44:27 2018,4.0,status/29932/0/1,status,status
35059,177540,Thu Jun 28 16:04:23 2018,,group-about/1874,about page,group-about
35060,177540,Thu Jun 28 16:04:24 2018,2.0,group-about/1874,group page,group-about
35061,177540,Fri Jun 29 04:47:38 2018,,group-about/1874,about page,group-about
35062,177540,Fri Jun 29 04:47:38 2018,2.0,group-about/1874,group page,group-about
35063,177540,Fri Jun 29 12:03:39 2018,,group-about/1874,about page,group-about
35064,177540,Fri Jun 29 12:03:39 2018,2.0,group-about/1874,group page,group-about
35065,177602,Sat Jun  9 00:53:04 2018,,email-notification?src=w&sec=group,notification,email-notification
35097,177617,Sun Jun  3 13:57:05 2018,3.0,discussions-about/28417/0/,discussion page,discussions-about
35099,177617,Sun Jun  3 13:57:09 2018,,discussions,discussion,discussions
35100,177617,Sun Jun  3 13:57:12 2018,3.0,discussions-about/28423/,discussion page,discussions-about
35102,177617,Mon Jun 11 02:12:53 2018,3.0,discussions-about/28417/0/,discussion page,discussions-about
35104,177617,Mon Jun 11 02:12:57 2018,3.0,discussions-about/28423/,discussion page,discussions-about
35105,177617,Fri Jun 22 18:08:24 2018,3.0,discussions-about/28417/0/,discussion page,discussions-about
35107,177617,Fri Jun 22 18:08:56 2018,3.0,discussions-about/28423/,discussion page,discussions-about
35431,177772,Wed Jun  6 04:36:32 2018,5.0,event-detail/5359?track_id=5b166790c803a01f305937b9&src=d,event page,event-detail
35433,177772,Wed Jun  6 04:38:52 2018,,group-events/618,events,group-events
35434,177772,Mon Jun 11 19:40:30 2018,3.0,discussions-about/29805/?track_id=5b1bad6bc803a064ae64e42f&src=d,discussion page,discussions-about
35436,177772,Mon Jun 11 19:41:24 2018,,group-discussions/618,discussion,group-discussions
35437,177772,Mon Jun 11 19:47:39 2018,,group-events/618,events,group-events
35438,177772,Wed Jun 13 19:56:36 2018,5.0,event-detail/5390?track_id=5b20f377c803a00304152ee5&src=d,event page,event-detail
35440,177773,Thu Jun 28 22:43:31 2018,,main-home,main home,main-home
35441,177773,Thu Jun 28 22:43:41 2018,,profile-edit/177773,profile edit,profile-edit
35442,177773,Thu Jun 28 22:43:41 2018,1.0,profile/177773,profile page,profile
35443,177773,Thu Jun 28 22:44:15 2018,,manageAccount/,manageaccount,manageAccount
35444,177773,Thu Jun 28 23:04:19 2018,,myGroups,mygroups,myGroups
35445,177773,Thu Jun 28 23:04:25 2018,,pendingGroups,pending groups,pendingGroups
35446,177773,Thu Jun 28 23:04:30 2018,,myGroups,mygroups,myGroups
35641,177865,Mon Jun  4 12:54:53 2018,,email-notification?src=w&sec=group,notification,email-notification
35643,178001,Mon Jun 11 02:09:26 2018,14.0,document-reader/0d5a70fb-6949-11e8-9f39-06e1b31daef4/1794/29747/1794/0/1?track_id=5b17b92cc803a05ca30a1ee5&src=d,document detail,document-reader
35645,178001,Mon Jun 11 02:11:22 2018,14.0,document-reader/44a0fb53-6949-11e8-b504-022ab9c25860/1794/29748/1794/0/1?track_id=5b17b92cc803a05ca30a1ee5&src=d,document detail,document-reader
35716,178072,Wed Jun  6 18:56:12 2018,3.0,discussions-about/29729/0/1?track_id=5b17b913c803a01f387fb2be&src=d,discussion page,discussions-about
35718,178072,Wed Jun  6 18:56:22 2018,1.0,profile/179465,profile page,profile
35719,178072,Wed Jun  6 18:56:31 2018,3.0,discussions-about/29729/0/1,discussion page,discussions-about
35721,178072,Mon Jun 25 19:25:56 2018,3.0,discussions-about/30008/,discussion page,discussions-about
35723,178072,Thu Jun 28 21:33:22 2018,3.0,discussions-about/30172/?track_id=5b34b985c803a0221c3148c8&src=d,discussion page,discussions-about
35725,178073,Thu Jun  7 20:12:09 2018,5.0,event-detail/5271/30963?track_id=5b180f17c803a0514d2bef19&src=n,event page,event-detail
35727,178077,Wed Jun  6 21:17:29 2018,,main-home,main home,main-home
35728,178077,Wed Jun  6 21:17:41 2018,,myGroups,mygroups,myGroups
35729,178077,Wed Jun  6 21:17:47 2018,,group-home/135,group home,group-home
35730,178077,Wed Jun  6 21:17:48 2018,2.0,group-home/135,group page,group-home
35731,178083,Mon Jun 11 13:55:06 2018,3.0,discussions-about/29773/,discussion page,discussions-about
35733,178083,Thu Jun 28 13:41:59 2018,3.0,discussions-about/29394/0/,discussion page,discussions-about
35735,178083,Thu Jun 28 13:45:53 2018,1.0,profile/163440,profile page,profile
35736,178083,Thu Jun 28 13:45:56 2018,3.0,discussions-about/29394/0/,discussion page,discussions-about
35814,178088,Mon Jun 18 16:05:02 2018,14.0,document-reader/050b142b-72d6-11e8-b504-022ab9c25860/1794/29934/1794/?track_id=5b2789cec803a00bf60cf1e3&src=d,document detail,document-reader
35816,178088,Mon Jun 18 16:06:56 2018,14.0,document-reader/28df230f-72d6-11e8-b504-022ab9c25860/1794/29935/1794/?track_id=5b2789cec803a00bf60cf1e3&src=d,document detail,document-reader
35818,178088,Mon Jun 18 16:13:43 2018,14.0,document-reader/3d6dbd76-72d6-11e8-9f39-06e1b31daef4/1794/29936/1794/?track_id=5b2789cec803a00bf60cf1e3&src=d,document detail,document-reader
35821,178088,Mon Jun 18 16:13:52 2018,14.0,document-reader/4b615d94-72d6-11e8-b504-022ab9c25860/1794/29937/1794/?track_id=5b2789cec803a00bf60cf1e3&src=d,document detail,document-reader
35822,178088,Mon Jun 18 16:13:53 2018,14.0,document-reader/67c176ca-72d6-11e8-9f39-06e1b31daef4/1794/29938/1794/?track_id=5b2789cec803a00bf60cf1e3&src=d,document detail,document-reader
35823,178105,Wed Jun 13 21:28:14 2018,3.0,discussions-about/29846/,discussion page,discussions-about
35879,178111,Wed Jun 20 18:51:51 2018,3.0,discussions-about/29948/?track_id=5b2a2e2ec803a00bec66d3aa&src=d,discussion page,discussions-about
35881,178112,Mon Jun 25 21:55:24 2018,3.0,discussions-about/30008/,discussion page,discussions-about
35883,178112,Mon Jun 25 22:05:40 2018,1.0,profile/149,profile page,profile
35884,178112,Mon Jun 25 22:05:58 2018,3.0,discussions-about/30008/,discussion page,discussions-about
35886,178112,Mon Jun 25 22:06:03 2018,,profile-edit/178112,profile edit,profile-edit
35887,178112,Mon Jun 25 22:06:03 2018,1.0,profile/178112,profile page,profile
35888,178112,Mon Jun 25 22:06:11 2018,,discussions,discussion,discussions
35889,178112,Mon Jun 25 22:06:15 2018,,myGroups,mygroups,myGroups
35890,178113,Tue Jun  5 01:51:05 2018,,group-home/1874,group home,group-home
35891,178113,Tue Jun  5 01:51:06 2018,2.0,group-home/1874,group page,group-home
35892,178113,Tue Jun  5 01:51:42 2018,3.0,discussions-about/28051/30924/,discussion page,discussions-about
35893,178113,Tue Jun  5 01:56:08 2018,,profile-edit/178113,profile edit,profile-edit
35894,178113,Tue Jun  5 01:56:09 2018,1.0,profile/178113,profile page,profile
35976,178122,Thu Jun 14 16:14:05 2018,3.0,discussions-about/29846/,discussion page,discussions-about
35978,178122,Fri Jun 15 16:07:43 2018,3.0,discussions-about/29895/?track_id=5b2395fac803a01ac23cae03&src=d,discussion page,discussions-about
35980,178122,Sat Jun 23 16:17:46 2018,3.0,discussions-about/30008/?track_id=5b2e225ac803a045bf7fa131&src=d,discussion page,discussions-about
35982,178122,Sat Jun 30 16:48:03 2018,3.0,discussions-about/30249/?track_id=5b375ce5c803a01b5f31aca4&src=d,discussion page,discussions-about
35984,178124,Thu Jun  7 23:53:06 2018,3.0,discussions-about/29755/?track_id=5b190ad7c803a01a1321d797&src=d,discussion page,discussions-about
35986,178124,Thu Jun  7 23:55:34 2018,,group-discussions/1874,discussion,group-discussions
35987,178124,Thu Jun 21 21:59:33 2018,3.0,discussions-about/29964/?track_id=5b2b8009c803a00cce1f1514&src=d,discussion page,discussions-about
35989,178124,Thu Jun 28 23:41:58 2018,3.0,discussions-about/30172/?track_id=5b34b97ec803a0221c3148a3&src=d,discussion page,discussions-about
36004,178128,Mon Jun  4 18:05:21 2018,3.0,discussions-about/28051/,discussion page,discussions-about
36006,178128,Mon Jun  4 18:05:46 2018,,group-library/1874/,library,group-library
36007,178128,Mon Jun  4 18:05:47 2018,2.0,group-library/1874/,group page,group-library
36008,178129,Wed Jun  6 20:52:36 2018,5.0,event-detail/5271/30962?track_id=5b17fc1bc803a0514d2bee60&src=n,event page,event-detail
36010,178129,Wed Jun  6 22:25:20 2018,5.0,event-detail/5271/30963?track_id=5b180f17c803a0514d2bef1a&src=n,event page,event-detail
36012,178129,Fri Jun  8 20:34:57 2018,3.0,discussions-about/29714/0,discussion page,discussions-about
36014,178133,Wed Jun 27 23:29:48 2018,,main-home,main home,main-home
36015,178133,Wed Jun 27 23:30:02 2018,,myGroups,mygroups,myGroups
36016,178136,Sun Jun  3 07:26:02 2018,3.0,discussions-about/29686/?track_id=5b12734ac803a04a697d65f3&src=d,discussion page,discussions-about
36018,178136,Sat Jun  9 23:08:01 2018,3.0,discussions-about/29755/?track_id=5b190ad7c803a01a1321d795&src=d,discussion page,discussions-about
36020,178136,Sat Jun  9 23:09:56 2018,,site-home?track_id=5b190ad7c803a01a1321d795&src=d,site home,site-home
36021,178136,Wed Jun 13 20:29:15 2018,3.0,discussions-about/29846/,discussion page,discussions-about
36023,178136,Fri Jun 15 00:36:58 2018,,email-notification?src=n,notification,email-notification
36024,178136,Fri Jun 29 22:13:32 2018,3.0,discussions-about/30008/,discussion page,discussions-about
36026,178136,Fri Jun 29 22:14:46 2018,3.0,discussions-about/30008/,discussion page,discussions-about
36028,178138,Fri Jun 22 08:34:57 2018,3.0,discussions-about/29964/?track_id=5b2b801fc803a0792f6de4fa&src=d,discussion page,discussions-about
36030,178138,Wed Jun 27 02:23:35 2018,3.0,discussions-about/28051/31353?track_id=5b326306c803a077586010c8&src=n,discussion page,discussions-about
36032,178138,Thu Jun 28 03:47:54 2018,3.0,discussions-about/29895/?track_id=5b239604c803a01ac23cae35&src=d,discussion page,discussions-about
36034,178138,Thu Jun 28 03:56:10 2018,3.0,discussions-about/29846/,discussion page,discussions-about
36036,178141,Mon Jun 11 19:04:08 2018,,main-home,main home,main-home
36037,178141,Thu Jun 28 16:19:15 2018,3.0,discussions-about/30172/?track_id=5b34b986c803a0221c3148cb&src=d,discussion page,discussions-about
36039,178141,Fri Jun 29 16:10:37 2018,3.0,discussions-about/30172/,discussion page,discussions-about
36041,178143,Mon Jun 25 13:36:30 2018,3.0,discussions-about/30008/,discussion page,discussions-about
36043,178242,Tue Jun  5 01:04:11 2018,,myGroups,mygroups,myGroups
36044,178242,Tue Jun  5 01:04:21 2018,,manageAccount/,manageaccount,manageAccount
36045,178242,Tue Jun  5 01:14:52 2018,,profile-edit/178242,profile edit,profile-edit
36046,178242,Tue Jun  5 01:14:52 2018,1.0,profile/178242,profile page,profile
36047,178242,Tue Jun  5 01:15:28 2018,,profile-edit/178242,profile edit,profile-edit
36048,178242,Tue Jun  5 01:15:29 2018,1.0,profile/178242,profile page,profile
36083,178328,Thu Jun  7 16:11:05 2018,3.0,discussions-about/29755/?track_id=5b190ad3c803a01a1321d784&src=d,discussion page,discussions-about
36085,178328,Fri Jun  8 16:22:16 2018,3.0,discussions-about/29773/?track_id=5b1a5c4fc803a076c52f853f&src=d,discussion page,discussions-about
36087,178328,Thu Jun 14 16:08:29 2018,3.0,discussions-about/29846/,discussion page,discussions-about
36089,178328,Thu Jun 28 14:06:24 2018,3.0,discussions-about/29394/0/,discussion page,discussions-about
