,user_id,created_time,object_type,url,page_type,url_split
40077,180501,Thu Jun 14 01:45:36 2018,,myGroups,mygroups,myGroups
40078,180501,Thu Jun 14 01:45:40 2018,,pendingGroups,pending groups,pendingGroups
40079,180501,Thu Jun 14 01:45:52 2018,,discoverGroups,discover groups,discoverGroups
40080,180501,Thu Jun 14 01:46:24 2018,,profile-edit/180501,profile edit,profile-edit
40081,180501,Thu Jun 14 01:46:24 2018,1.0,profile/180501,profile page,profile
40082,180501,Thu Jun 14 01:46:33 2018,,main-home,main home,main-home
40083,180501,Thu Jun 14 01:46:40 2018,,group-home/1173,group home,group-home
40084,180501,Thu Jun 14 01:46:41 2018,2.0,group-home/1173,group page,group-home
40085,180502,Mon Jun  4 20:00:26 2018,,betaRegistration/,beta registration,betaRegistration
40086,180502,Mon Jun  4 20:02:37 2018,,pendingGroups,pending groups,pendingGroups
40087,180502,Wed Jun 13 19:39:33 2018,3.0,discussions-about/29846/,discussion page,discussions-about
40090,180502,Fri Jun 29 16:35:29 2018,3.0,discussions-about/30172/,discussion page,discussions-about
40091,180502,Fri Jun 29 16:37:34 2018,,notification,notification,notification
40092,180502,Fri Jun 29 16:37:36 2018,,content-notification,content_notif,content-notification
40215,180507,Tue Jun  5 00:38:52 2018,,betaRegistration/,beta registration,betaRegistration
40216,180507,Tue Jun  5 00:41:47 2018,,pendingGroups,pending groups,pendingGroups
40217,180507,Thu Jun  7 18:31:56 2018,,email-notification?src=d&sec=group,notification,email-notification
40218,180508,Tue Jun  5 02:19:00 2018,,betaRegistration/,beta registration,betaRegistration
40219,180508,Tue Jun  5 02:19:39 2018,,betaRegistration/?code=AQRqsJ97TPRgjj9myfG1_8l3XxVvINlmQs5kXCb-hkYau760CbiBeedNjon74HmFUTObOS2InPWKa9rGiBIAIFjz3IbM37Deqz4m9FlEVgWFlDVn9fiehatOHfF7OGMZpzmVJxNKuB1wh7J5tWMSDVIJqCM4nw&state=123456789,beta registration,betaRegistration
40220,180508,Tue Jun  5 02:22:40 2018,,pendingGroups,pending groups,pendingGroups
40221,180508,Fri Jun 15 17:26:49 2018,5.0,event-detail/5395?track_id=5b239637c803a02cd179b23b&src=d,event page,event-detail
40223,180509,Tue Jun  5 02:19:38 2018,,betaRegistration/,beta registration,betaRegistration
40224,180510,Tue Jun  5 02:21:18 2018,,betaRegistration/,beta registration,betaRegistration
40225,180510,Tue Jun  5 02:22:14 2018,,pendingGroups,pending groups,pendingGroups
40226,180510,Tue Jun  5 02:22:34 2018,,profile-edit/180510,profile edit,profile-edit
40227,180510,Tue Jun  5 02:22:35 2018,1.0,profile/180510,profile page,profile
40228,180511,Tue Jun  5 02:22:32 2018,,betaRegistration/,beta registration,betaRegistration
40229,180511,Tue Jun  5 02:24:05 2018,,pendingGroups,pending groups,pendingGroups
40230,180511,Tue Jun  5 02:24:40 2018,,myGroups,mygroups,myGroups
40231,180511,Tue Jun  5 02:24:42 2018,,group-home/41,group home,group-home
40232,180511,Tue Jun  5 02:24:43 2018,2.0,group-home/41,group page,group-home
40233,180512,Tue Jun  5 02:24:12 2018,,betaRegistration/,beta registration,betaRegistration
40234,180512,Tue Jun  5 02:24:18 2018,,betaRegistration/,beta registration,betaRegistration
40235,180512,Tue Jun  5 02:25:06 2018,,pendingGroups,pending groups,pendingGroups
40236,180512,Tue Jun  5 02:25:19 2018,,group-home/41,group home,group-home
40237,180512,Tue Jun  5 02:25:19 2018,2.0,group-home/41,group page,group-home
40238,180512,Tue Jun  5 02:25:57 2018,,manageAccount/,manageaccount,manageAccount
40239,180512,Tue Jun  5 02:25:59 2018,,email-notification,notification,email-notification
40415,180515,Tue Jun  5 05:04:38 2018,,betaRegistration/,beta registration,betaRegistration
40416,180515,Tue Jun  5 05:05:56 2018,,pendingGroups,pending groups,pendingGroups
40417,180515,Tue Jun  5 05:05:58 2018,,betaRegistration/tm-st-1528155357671,beta registration,betaRegistration
40418,180515,Tue Jun  5 05:06:10 2018,,pendingGroups,pending groups,pendingGroups
40442,180525,Tue Jun  5 17:55:02 2018,,betaRegistration/,beta registration,betaRegistration
40443,180525,Tue Jun  5 17:56:47 2018,,myGroups,mygroups,myGroups
40444,180525,Tue Jun  5 18:09:01 2018,,pendingGroups,pending groups,pendingGroups
40496,180544,Wed Jun  6 18:56:16 2018,,betaRegistration/,beta registration,betaRegistration
40497,180549,Wed Jun 13 08:26:33 2018,,betaRegistration/,beta registration,betaRegistration
40498,180549,Wed Jun 13 08:28:05 2018,,myGroups,mygroups,myGroups
40499,180549,Wed Jun 13 08:28:06 2018,,betaRegistration/tm-st-1528858689794,beta registration,betaRegistration
40500,180549,Wed Jun 13 08:29:01 2018,,myGroups,mygroups,myGroups
40501,180573,Tue Jun  5 20:54:31 2018,,betaRegistration/,beta registration,betaRegistration
40610,180582,Tue Jun  5 19:55:21 2018,,betaRegistration/,beta registration,betaRegistration
40611,180582,Tue Jun  5 19:56:19 2018,,betaRegistration/?code=AQSUqN-vkfg4nCaOutBdgK2oeLo0XXIsXLUHSNYIGw9_WhCdGj7LGZs7GEL2IG0-TOO7xHaUTKfmj9HisjNZftOOfEjQuq9BXcdX8i483IUUQ0wIjsNLyf1-ZOvzqKy8VZWxKrQ96SPPWy5uak5SvYQ8BlYTKw&state=123456789,beta registration,betaRegistration
40612,180582,Tue Jun  5 19:57:06 2018,,pendingGroups,pending groups,pendingGroups
40713,180586,Wed Jun  6 02:00:08 2018,,betaRegistration/,beta registration,betaRegistration
40714,180586,Wed Jun  6 02:01:56 2018,,pendingGroups,pending groups,pendingGroups
40715,180586,Wed Jun  6 02:02:19 2018,,connections,connection,connections
40716,180586,Wed Jun  6 02:02:22 2018,,myGroups,mygroups,myGroups
40717,180586,Wed Jun  6 02:02:28 2018,,group-home/1874,group home,group-home
40718,180586,Wed Jun  6 02:02:28 2018,2.0,group-home/1874,group page,group-home
40745,180596,Wed Jun  6 18:23:48 2018,,betaRegistration/,beta registration,betaRegistration
40746,180596,Wed Jun  6 18:27:01 2018,,myGroups,mygroups,myGroups
40747,180596,Wed Jun  6 18:27:27 2018,,pendingGroups,pending groups,pendingGroups
40748,180596,Wed Jun  6 18:27:48 2018,,discoverGroups,discover groups,discoverGroups
40749,180596,Wed Jun  6 18:28:17 2018,,myGroups,mygroups,myGroups
40750,180596,Wed Jun  6 18:29:02 2018,,connections,connection,connections
40751,180596,Wed Jun  6 18:29:15 2018,,discussions,discussion,discussions
40752,180596,Wed Jun  6 18:29:16 2018,,library/,library,library
40753,180596,Wed Jun  6 18:29:20 2018,,events,events,events
40754,180602,Wed Jun  6 18:58:34 2018,,betaRegistration/,beta registration,betaRegistration
40755,180602,Wed Jun  6 19:00:54 2018,,betaRegistration/?code=AQT1BizcFFkbma389nQy_jof2eTUHLpMf9f1uPaHbKCjC7LRmOeW_WE9vYxgFzGlNlcpHoboWLQ0VpsfM1NBmPznza2_Ryde5E40y6JWsQccC4bdTdPr89ivkKlwIQVZNoZmFRU3iGtoLfceocZbEnprh3ZlPQ&state=123456789,beta registration,betaRegistration
40756,180602,Wed Jun  6 19:01:22 2018,,profile-edit/180602,profile edit,profile-edit
40757,180628,Wed Jun  6 14:35:43 2018,,betaRegistration/,beta registration,betaRegistration
40758,180628,Wed Jun  6 14:35:54 2018,,betaRegistration/?code=AQSR3GU05Ww_-pdS5X7s95o8vqIEGo9YxsCAE6k-EDLPMOW6ADunEsCGbfDT2XXz2H-INV1tcN8ylY3SoOIl0oxD325JIGV_up9cmw1mpJ3iMpP1HrXPD4w8PmfNkLJ-Q1hCLH3ExeKpr9h8VWB0Qo_MfM5HSg&state=123456789,beta registration,betaRegistration
40759,180628,Wed Jun  6 14:40:12 2018,,myGroups,mygroups,myGroups
40760,180628,Wed Jun  6 14:40:20 2018,,pendingGroups,pending groups,pendingGroups
40761,180628,Wed Jun  6 14:40:45 2018,,myGroups,mygroups,myGroups
40762,180628,Wed Jun  6 14:40:49 2018,,discoverGroups,discover groups,discoverGroups
40763,180628,Wed Jun  6 14:41:35 2018,,myGroups,mygroups,myGroups
40764,180628,Tue Jun 12 15:09:44 2018,,myGroups,mygroups,myGroups
40765,180631,Wed Jun  6 23:19:47 2018,,betaRegistration/,beta registration,betaRegistration
40766,180631,Wed Jun  6 23:23:07 2018,,myGroups,mygroups,myGroups
40767,180631,Wed Jun  6 23:23:17 2018,,pendingGroups,pending groups,pendingGroups
40768,180631,Wed Jun  6 23:23:46 2018,,discoverGroups,discover groups,discoverGroups
40769,180631,Wed Jun  6 23:24:27 2018,,library/,library,library
40770,180631,Wed Jun  6 23:24:28 2018,,main-home,main home,main-home
40771,180631,Wed Jun  6 23:24:44 2018,,connections,connection,connections
40772,180631,Wed Jun  6 23:24:53 2018,,discussions,discussion,discussions
40773,180631,Wed Jun  6 23:24:55 2018,,library/,library,library
40774,180640,Thu Jun  7 23:39:55 2018,,betaRegistration/,beta registration,betaRegistration
40775,180640,Thu Jun  7 23:41:57 2018,,myGroups,mygroups,myGroups
40817,180704,Wed Jun  6 20:13:39 2018,,betaRegistration/,beta registration,betaRegistration
40818,180704,Wed Jun  6 20:21:09 2018,,welcome?back=step1,,welcome
40819,180704,Wed Jun  6 20:21:16 2018,,betaRegistration/,beta registration,betaRegistration
40820,180704,Wed Jun  6 20:21:31 2018,,myGroups,mygroups,myGroups
40821,180704,Wed Jun  6 22:50:12 2018,2.0,group-discussions/508,group page,group-discussions
40822,180704,Wed Jun  6 22:50:12 2018,,group-discussions/508,discussion,group-discussions
40823,180704,Wed Jun  6 22:51:40 2018,3.0,discussions-about/10306/0#commentList,discussion page,discussions-about
40824,180706,Sun Jun 17 02:42:57 2018,,betaRegistration/,beta registration,betaRegistration
40825,180714,Wed Jun  6 18:02:19 2018,,betaRegistration/,beta registration,betaRegistration
40899,180725,Thu Jun  7 02:33:13 2018,,betaRegistration/,beta registration,betaRegistration
40900,180725,Thu Jun  7 02:35:14 2018,,myGroups,mygroups,myGroups
40901,180725,Thu Jun  7 02:35:32 2018,,pendingGroups,pending groups,pendingGroups
40902,180725,Thu Jun  7 02:36:04 2018,,discoverGroups,discover groups,discoverGroups
40903,180735,Wed Jun  6 19:12:04 2018,,betaRegistration/,beta registration,betaRegistration
40904,180735,Wed Jun  6 19:12:20 2018,,betaRegistration/?code=AQRb_wFtPPefo1AhfmofB7VFEg5b3Ee1UERayk9zq0jba3pH5fxnkFp3pyBtIx3kefnsVQaeU4Zx71--7FTN99WH3o738nvfmpTRhKakjH0TK_C47mTPM6Y2flhj1Y1RTedjR0YN9S193as5Y0WLOYxKu8p2XA&state=123456789,beta registration,betaRegistration
40905,180735,Wed Jun  6 19:18:40 2018,,pendingGroups,pending groups,pendingGroups
40906,180735,Wed Jun  6 19:19:23 2018,,myGroups,mygroups,myGroups
40907,180735,Wed Jun  6 19:19:28 2018,,group-home/3,group home,group-home
40908,180735,Wed Jun  6 19:19:30 2018,2.0,group-home/3,group page,group-home
40909,180736,Wed Jun  6 19:44:05 2018,,betaRegistration/,beta registration,betaRegistration
40910,180736,Wed Jun  6 19:46:05 2018,,pendingGroups,pending groups,pendingGroups
40911,180736,Wed Jun  6 19:46:31 2018,1.0,profile/159305,profile page,profile
40912,180736,Wed Jun  6 19:48:11 2018,,group-home/1787,group home,group-home
40913,180736,Wed Jun  6 19:48:12 2018,2.0,group-home/1787,group page,group-home
40914,180736,Wed Jun  6 19:48:17 2018,,group-home/1787,group home,group-home
41031,180741,Thu Jun  7 02:55:29 2018,,betaRegistration/,beta registration,betaRegistration
41032,180741,Thu Jun  7 02:57:35 2018,,betaRegistration/?code=AQRHIM_A8mMNvMuryoBFpO2bFv53tzCIDxhWoePgjoNBbDyWKt1BrWATNn0WzwOG5cIPRevZVs7Evss-N-PICLD8j_OvKeYOycb7hQCqqHp85aqLXDnwzcQdbo_WKr22H9Ctkin2Fx7AcikOVOVEgsmWimZmzg&state=123456789,beta registration,betaRegistration
41033,180741,Thu Jun  7 03:01:13 2018,,pendingGroups,pending groups,pendingGroups
41034,180741,Thu Jun  7 03:03:26 2018,,myGroups,mygroups,myGroups
41035,180741,Thu Jun  7 03:03:29 2018,,group-home/3,group home,group-home
41036,180741,Thu Jun  7 03:03:30 2018,2.0,group-home/3,group page,group-home
41037,180741,Thu Jun  7 03:05:15 2018,3.0,discussions-about/28100/0,discussion page,discussions-about
41039,180742,Thu Jun  7 07:31:53 2018,,betaRegistration/,beta registration,betaRegistration
41040,180742,Thu Jun  7 07:34:02 2018,,pendingGroups,pending groups,pendingGroups
41063,180753,Thu Jun  7 15:31:58 2018,,betaRegistration/,beta registration,betaRegistration
41088,180788,Thu Jun  7 17:56:05 2018,,betaRegistration/,beta registration,betaRegistration
41089,180788,Thu Jun  7 17:57:00 2018,,myGroups,mygroups,myGroups
41090,180788,Thu Jun  7 17:57:08 2018,,pendingGroups,pending groups,pendingGroups
41091,180790,Thu Jun  7 20:03:20 2018,,betaRegistration/,beta registration,betaRegistration
41092,180790,Thu Jun  7 20:05:47 2018,,myGroups,mygroups,myGroups
41093,180790,Thu Jun  7 20:06:52 2018,,group-about/507/,about page,group-about
41094,180790,Thu Jun  7 20:06:52 2018,2.0,group-about/507/,group page,group-about
41095,180790,Thu Jun  7 20:08:25 2018,,connections,connection,connections
41096,180790,Thu Jun  7 20:08:35 2018,,discussions,discussion,discussions
41097,180790,Thu Jun  7 20:08:52 2018,,library/,library,library
41098,180790,Thu Jun  7 20:09:16 2018,,events,events,events
41099,180790,Thu Jun  7 20:10:03 2018,,search?search_text=oregon%20members&object_type=0,search,search
41112,180796,Thu Jun  7 20:37:39 2018,,betaRegistration/,beta registration,betaRegistration
41113,180796,Thu Jun  7 20:38:35 2018,,pendingGroups,pending groups,pendingGroups
41114,180796,Thu Jun  7 20:39:17 2018,,myGroups,mygroups,myGroups
41312,180800,Fri Jun  8 02:11:47 2018,,betaRegistration/,beta registration,betaRegistration
41313,180800,Fri Jun  8 02:14:15 2018,,pendingGroups,pending groups,pendingGroups
41314,180800,Fri Jun  8 02:15:37 2018,,main-home,main home,main-home
41315,180800,Fri Jun  8 02:16:47 2018,,group-about/2/,about page,group-about
41316,180800,Fri Jun  8 02:16:47 2018,2.0,group-about/2/,group page,group-about
41317,180801,Fri Jun  8 03:24:49 2018,,betaRegistration/,beta registration,betaRegistration
41318,180801,Fri Jun  8 03:25:28 2018,,betaRegistration/?code=AQSIiivcGJHerPX3MMMEl1mvHaP8E0C4v0poNVK_CK-dR8mhIKPZCDKC14PquW0I60sbYHOVnbNXzaVUVHPMtwLlcwAuujExHdalNPXrdm70drp0wBkGBoW2dn792Gkdt3nseYJQXe4ZTIo2MEUa5xfGK2ezyg&state=123456789,beta registration,betaRegistration
41319,180801,Fri Jun  8 03:26:09 2018,,pendingGroups,pending groups,pendingGroups
41320,180801,Fri Jun  8 03:26:17 2018,,discoverGroups,discover groups,discoverGroups
41321,180801,Fri Jun  8 03:26:44 2018,,search?search_text=Funding&object_type=0,search,search
41322,180801,Fri Jun  8 03:27:03 2018,,search?search_text=Department%20of%20Energy&object_type=0,search,search
41323,180801,Fri Jun  8 03:27:27 2018,,main-home,main home,main-home
41380,180808,Tue Jun 12 23:44:33 2018,,betaRegistration/,beta registration,betaRegistration
41381,180808,Tue Jun 12 23:45:34 2018,,myGroups,mygroups,myGroups
41382,180808,Tue Jun 12 23:45:42 2018,,group-home/516,group home,group-home
41383,180808,Tue Jun 12 23:45:42 2018,2.0,group-home/516,group page,group-home
41412,180827,Fri Jun  8 18:17:48 2018,,betaRegistration/,beta registration,betaRegistration
41413,180827,Fri Jun  8 18:32:18 2018,,myGroups,mygroups,myGroups
41414,180827,Fri Jun  8 18:32:29 2018,,pendingGroups,pending groups,pendingGroups
41415,180827,Fri Jun  8 18:32:58 2018,,group-about/1354/,about page,group-about
41416,180827,Fri Jun  8 18:32:58 2018,2.0,group-about/1354/,group page,group-about
41417,180827,Fri Jun  8 18:33:23 2018,,group-about/1354/,about page,group-about
41418,180827,Fri Jun  8 18:33:45 2018,,myGroups,mygroups,myGroups
41419,180827,Fri Jun  8 18:34:03 2018,,pendingGroups,pending groups,pendingGroups
41472,180860,Fri Jun  8 20:58:59 2018,,betaRegistration/,beta registration,betaRegistration
41473,180860,Fri Jun  8 20:59:09 2018,,myGroups,mygroups,myGroups
41474,180860,Fri Jun  8 20:59:10 2018,,betaRegistration/tm-st-1528471750231,beta registration,betaRegistration
41475,180860,Fri Jun  8 20:59:23 2018,,myGroups,mygroups,myGroups
41476,180860,Fri Jun  8 20:59:35 2018,,pendingGroups,pending groups,pendingGroups
41477,180872,Fri Jun  8 18:45:05 2018,,betaRegistration/,beta registration,betaRegistration
41478,180872,Fri Jun  8 18:45:36 2018,,myGroups,mygroups,myGroups
41479,180872,Fri Jun  8 18:45:37 2018,,betaRegistration/tm-st-1528463737834,beta registration,betaRegistration
41480,180872,Fri Jun  8 18:46:06 2018,,myGroups,mygroups,myGroups
41527,180877,Sat Jun  9 02:03:50 2018,,betaRegistration/,beta registration,betaRegistration
41528,180877,Sat Jun  9 02:03:57 2018,,betaRegistration/?code=AQREoW2LUq6NRZHvvRmLr_kaP0prPoFuLNG1qLRTFX2D4fvB38pVjARTdB16o_NWRwPsZS-WqC0J_fMQOf74LjnCmZu9q3DzROjr_vliN7uUC_dTaXurSmsjme5CmDI5Wu9i7uDEWAS4ssX5bIz5k7YHW3abbA&state=123456789,beta registration,betaRegistration
41529,180877,Sat Jun  9 02:04:40 2018,,pendingGroups,pending groups,pendingGroups
41548,180887,Tue Jun 12 03:49:07 2018,,betaRegistration/,beta registration,betaRegistration
41549,180892,Sat Jun  9 17:07:33 2018,,betaRegistration/,beta registration,betaRegistration
41550,180892,Sat Jun  9 17:08:57 2018,,myGroups,mygroups,myGroups
41551,180916,Sat Jun  9 18:09:22 2018,,betaRegistration/,beta registration,betaRegistration
41552,180916,Sat Jun  9 18:20:24 2018,,myGroups,mygroups,myGroups
41553,180916,Sat Jun  9 18:20:25 2018,,betaRegistration/tm-st-1528548628158,beta registration,betaRegistration
41554,180916,Sat Jun  9 18:21:14 2018,,betaRegistration/?code=AQTyD9e1PRD4LLnkriIpRxYXo4SwDMc2_lDQfmhRYsjqfwC32wdUj61rh_gLDHkHQc0Pzfd3NTtaqD_zyec43Qndtkrd1oUcYxvnSZKnbOGJdb_Ei3gGkZw1HrXjLEcnqDHgMn4orQlO6p_0FZV2xJuCtXq_2g&state=123456789,beta registration,betaRegistration
41555,180916,Sat Jun  9 18:22:10 2018,,myGroups,mygroups,myGroups
41556,180916,Sat Jun  9 18:22:36 2018,,pendingGroups,pending groups,pendingGroups
41557,180918,Sun Jun 10 07:19:22 2018,,betaRegistration/,beta registration,betaRegistration
41558,180918,Sun Jun 10 07:20:57 2018,,myGroups,mygroups,myGroups
41559,180926,Sun Jun 10 04:54:20 2018,,betaRegistration/,beta registration,betaRegistration
41560,180926,Sun Jun 10 04:55:34 2018,,pendingGroups,pending groups,pendingGroups
41561,180926,Sun Jun 10 04:56:03 2018,,profile-edit/180926,profile edit,profile-edit
41562,180926,Sun Jun 10 04:56:04 2018,1.0,profile/180926,profile page,profile
41606,180930,Sun Jun 10 15:46:32 2018,,betaRegistration/,beta registration,betaRegistration
41618,180936,Tue Jun 12 10:39:54 2018,,betaRegistration/,beta registration,betaRegistration
41619,180936,Tue Jun 12 10:40:42 2018,,betaRegistration/?code=AQTrj3PM3F8coCLGztw-fuggx_sK-MHIa_7eBlDeO7e8EAtbVsyjVaO8jNuM_4Gp85JJRGTm2-R50WRIZjH6Zq3AByFx8Ynv29LoXVOjWdFUsUAgKv3TNE4r_ffFaEeCN2kWm74j8MVhr6xFuVxRpdcGjckgOA&state=123456789,beta registration,betaRegistration
41620,180936,Tue Jun 12 10:44:09 2018,,myGroups,mygroups,myGroups
41621,180936,Tue Jun 12 10:44:17 2018,,pendingGroups,pending groups,pendingGroups
41622,180936,Tue Jun 12 10:44:40 2018,,notification,notification,notification
41623,180936,Tue Jun 12 10:44:42 2018,,main-home,main home,main-home
41624,180936,Tue Jun 12 10:44:51 2018,,myGroups,mygroups,myGroups
41625,180936,Tue Jun 12 10:44:55 2018,,main-home,main home,main-home
41626,180944,Mon Jun 11 23:09:23 2018,,betaRegistration/,beta registration,betaRegistration
41627,180944,Mon Jun 11 23:12:52 2018,,myGroups,mygroups,myGroups
41628,180944,Mon Jun 11 23:12:53 2018,,betaRegistration/tm-st-1528738973698,beta registration,betaRegistration
41629,180959,Mon Jun 11 00:07:40 2018,,betaRegistration/,beta registration,betaRegistration
41630,180959,Mon Jun 11 00:07:58 2018,,betaRegistration/?code=AQR_ZQwwy-PxiKpVJe9zNU0aGtJ6IM6R8ayXL_tKtsEr2Po5N5_KllTl7k1f1bHyZO1Olt2sGyxAtaRSyzLe-O9gZuzQdpcBz6D6G9t6VQSnQ8FsH2g9GzxTJXa3OrSUce01O6cWTWlDka9uxFqrHdbbOjN4qA&state=123456789,beta registration,betaRegistration
41631,180959,Mon Jun 11 00:12:08 2018,,myGroups,mygroups,myGroups
41632,180959,Mon Jun 11 00:12:12 2018,,pendingGroups,pending groups,pendingGroups
41633,180959,Mon Jun 11 00:12:44 2018,,main-home,main home,main-home
41634,180963,Mon Jun 11 22:51:51 2018,,betaRegistration/,beta registration,betaRegistration
41635,180976,Sun Jun 10 18:31:28 2018,,betaRegistration/,beta registration,betaRegistration
41636,180976,Sun Jun 10 18:42:56 2018,,myGroups,mygroups,myGroups
41637,180976,Sun Jun 10 18:43:34 2018,,main-home,main home,main-home
41638,180976,Sun Jun 10 18:43:42 2018,,myGroups,mygroups,myGroups
41639,180976,Sun Jun 10 18:45:05 2018,1.0,profile/104581,profile page,profile
41640,180976,Sun Jun 10 18:45:20 2018,,myGroups,mygroups,myGroups
41657,180981,Mon Jun 11 16:09:27 2018,,betaRegistration/,beta registration,betaRegistration
41658,180981,Mon Jun 11 16:16:50 2018,,myGroups,mygroups,myGroups
41659,180981,Mon Jun 11 16:17:37 2018,,pendingGroups,pending groups,pendingGroups
41660,180981,Mon Jun 11 16:18:44 2018,,discoverGroups,discover groups,discoverGroups
41673,180984,Tue Jun 12 08:52:23 2018,,betaRegistration/,beta registration,betaRegistration
41674,180984,Tue Jun 12 08:56:41 2018,,myGroups,mygroups,myGroups
41675,180984,Tue Jun 12 08:57:43 2018,,pendingGroups,pending groups,pendingGroups
41676,180984,Tue Jun 12 08:58:49 2018,,discoverGroups,discover groups,discoverGroups
41677,180984,Tue Jun 12 08:59:23 2018,,group-about/3/,about page,group-about
41678,180984,Tue Jun 12 08:59:25 2018,2.0,group-about/3/,group page,group-about
41679,180984,Tue Jun 12 09:00:04 2018,,discoverGroups,discover groups,discoverGroups
41680,180984,Tue Jun 12 09:00:30 2018,,group-about/111/,about page,group-about
41681,180984,Tue Jun 12 09:00:31 2018,2.0,group-about/111/,group page,group-about
41682,180990,Sun Jun 17 01:25:43 2018,,betaRegistration/,beta registration,betaRegistration
41683,180990,Sun Jun 17 01:26:37 2018,,betaRegistration/?code=AQRSwsnR7M3QK6K_pefi4ammKZ9C4-81zO4KwAuVtlBm2j9pKiEBo8lZTmfK2nj2dbfsOOPVTdoAeHN6ZzrwdKXXHute0hNucMaQjC_8S5FQlV5Rsj1zKC2e1mPkMsBqic3HRK6hY81AGHNNElsh2SWz-9gU0g&state=123456789,beta registration,betaRegistration
41684,180990,Sun Jun 17 01:27:00 2018,,myGroups,mygroups,myGroups
41685,180990,Sun Jun 17 01:27:09 2018,,pendingGroups,pending groups,pendingGroups
41686,181008,Mon Jun 11 18:47:14 2018,,betaRegistration/,beta registration,betaRegistration
41687,181008,Mon Jun 11 18:48:46 2018,,pendingGroups,pending groups,pendingGroups
41976,181010,Mon Jun 11 20:29:35 2018,,betaRegistration/,beta registration,betaRegistration
41977,181010,Mon Jun 11 20:30:24 2018,,pendingGroups,pending groups,pendingGroups
41978,181010,Mon Jun 11 21:04:29 2018,,email-notification,notification,email-notification
41979,181010,Tue Jun 12 20:33:24 2018,,email-notification?src=d,notification,email-notification
41980,181011,Mon Jun 11 23:52:40 2018,,betaRegistration/,beta registration,betaRegistration
41981,181011,Mon Jun 11 23:54:24 2018,,pendingGroups,pending groups,pendingGroups
41982,181012,Tue Jun 12 00:41:15 2018,,betaRegistration/,beta registration,betaRegistration
41983,181012,Tue Jun 12 00:43:05 2018,,pendingGroups,pending groups,pendingGroups
41984,181019,Tue Jun 12 13:28:48 2018,,betaRegistration/,beta registration,betaRegistration
41985,181019,Tue Jun 12 13:29:36 2018,,myGroups,mygroups,myGroups
41986,181019,Tue Jun 12 13:29:45 2018,,pendingGroups,pending groups,pendingGroups
41987,181022,Wed Jun 13 14:48:00 2018,,betaRegistration/,beta registration,betaRegistration
41988,181022,Wed Jun 13 14:49:50 2018,,main-home,main home,main-home
41989,181022,Wed Jun 13 14:49:51 2018,,betaRegistration/tm-st-1528881591568,beta registration,betaRegistration
41990,181022,Wed Jun 13 14:51:49 2018,,myGroups,mygroups,myGroups
41991,181022,Wed Jun 13 14:52:09 2018,,group-home/540,group home,group-home
41992,181022,Wed Jun 13 14:52:10 2018,2.0,group-home/540,group page,group-home
41993,181022,Wed Jun 13 14:52:21 2018,,group-about/507/,about page,group-about
41994,181022,Wed Jun 13 14:52:22 2018,2.0,group-about/507/,group page,group-about
41995,181025,Tue Jun 12 17:41:12 2018,,betaRegistration/,beta registration,betaRegistration
41996,181025,Tue Jun 12 17:42:09 2018,,contact,,contact
41997,181025,Tue Jun 12 17:42:32 2018,,betaRegistration/,beta registration,betaRegistration
41998,181025,Tue Jun 12 17:42:46 2018,,site-home,site home,site-home
41999,181025,Tue Jun 12 17:43:44 2018,,main-home,main home,main-home
42000,181025,Tue Jun 12 17:44:00 2018,,site-home,site home,site-home
42001,181025,Tue Jun 12 17:45:22 2018,,main-home,main home,main-home
42052,181060,Tue Jun 12 19:42:50 2018,,betaRegistration/,beta registration,betaRegistration
42053,181060,Tue Jun 12 19:48:03 2018,,pendingGroups,pending groups,pendingGroups
42054,181060,Tue Jun 12 20:09:23 2018,,main-home,main home,main-home
42055,181060,Tue Jun 12 20:09:27 2018,,connections,connection,connections
42164,181064,Wed Jun 13 18:12:44 2018,,betaRegistration/,beta registration,betaRegistration
42165,181064,Wed Jun 13 18:12:50 2018,,betaRegistration/,beta registration,betaRegistration
42166,181064,Wed Jun 13 18:18:35 2018,,pendingGroups,pending groups,pendingGroups
42198,181075,Wed Jun 13 16:17:00 2018,,betaRegistration/,beta registration,betaRegistration
42199,181101,Thu Jun 14 20:00:40 2018,,betaRegistration/,beta registration,betaRegistration
42200,181106,Wed Jun 13 17:36:42 2018,,betaRegistration/,beta registration,betaRegistration
42201,181106,Wed Jun 13 17:40:05 2018,,myGroups,mygroups,myGroups
42202,181106,Wed Jun 13 17:40:41 2018,,pendingGroups,pending groups,pendingGroups
42203,181106,Wed Jun 13 17:40:48 2018,,discoverGroups,discover groups,discoverGroups
42204,181106,Wed Jun 13 17:40:59 2018,,main-home,main home,main-home
42205,181106,Wed Jun 13 17:41:02 2018,,myGroups,mygroups,myGroups
42206,181106,Wed Jun 13 17:41:09 2018,,connections,connection,connections
42207,181112,Thu Jun 14 04:23:25 2018,,betaRegistration/,beta registration,betaRegistration
42208,181112,Thu Jun 14 04:26:35 2018,,myGroups,mygroups,myGroups
42292,181143,Thu Jun 14 17:00:51 2018,,betaRegistration/,beta registration,betaRegistration
42293,181143,Thu Jun 14 17:04:50 2018,,myGroups,mygroups,myGroups
42294,181143,Thu Jun 14 17:05:07 2018,,betaRegistration/,beta registration,betaRegistration
42295,181144,Thu Jun 14 15:35:00 2018,,betaRegistration/,beta registration,betaRegistration
42296,181144,Thu Jun 14 15:37:37 2018,,myGroups,mygroups,myGroups
